uid,Type,Producers,Studios,Source,Themes,Demographic,Duration,Favorites,Streaming Platforms
2765,Movie,"['Shochiku', 'Ministry of the Navy']",['Shochiku Animation Institute'],Original,[],,1 hr. 15 min.,6,[]
25491,CM,['add some'],"['Madhouse', 'MAPPA']",Original,[],,4 min.,0,[]
32800,Music,['King Records'],['Saigo no Shudan'],Music,[],,5 min.,0,[]
29928,Movie,['Gakken'],['add some'],Original,[],Kids,10 min.,1,[]
3008,TV,['add some'],['Tatsunoko Production'],Original,[],,22 min. per ep.,16,[]
1001,Special,"['Bandai Visual', 'TV Asahi', 'Lantis']",['Telecom Animation Film'],Original,[],,23 min.,1,[]
32228,TV,"['DAX Production', 'Earth Star Entertainment']",['Millepensee'],Manga,[],Shounen,2 min. per ep.,13,['Crunchyroll']
33217,Music,['add some'],['add some'],Original,"['Music', 'Space']",,4 min.,1,[]
926,TV,['Nippon Television Network'],['Toei Animation'],Other,[],,23 min. per ep.,13,[]
1541,TV,['TV Asahi'],['APPP'],Manga,"['Historical', 'Martial Arts']",,27 min. per ep.,24,[]
35522,Special,"['Kadokawa Shoten', 'flying DOG', 'Houbunsha', 'Hakuhodo DY Media Partners']",['SILVER LINK.'],4-koma manga,"['CGDCT', 'School']",,13 min. per ep.,4,[]
2811,Movie,['add some'],['Toei Animation'],Manga,[],,1 hr.,18,[]
3809,TV,['add some'],['Tatsunoko Production'],Unknown,[],,24 min. per ep.,9,[]
4514,TV,['add some'],['Nippon Animation'],Novel,[],,24 min. per ep.,12,[]
26347,ONA,['add some'],['add some'],Unknown,[],,4 min. per ep.,0,[]
35369,ONA,['add some'],['Toei Animation'],Original,[],,23 min.,4,[]
4031,Movie,['add some'],['Toei Animation'],Manga,"['Delinquents', 'Martial Arts', 'School']",Shounen,1 hr. 14 min.,5,[]
29655,Movie,['add some'],['add some'],Unknown,[],,7 min.,0,[]
11635,Movie,['add some'],['Sunrise'],Original,"['School', 'Super Power']",,59 min.,3,[]
11483,Special,['Tohokushinsha Film Corporation'],['Madhouse'],Original,[],,5 min.,6,[]
22205,CM,['add some'],['add some'],Manga,[],Shounen,31 sec.,1,[]
11491,TV,"['Takeshobo', 'Dream Creation']",['Seven'],4-koma manga,[],Seinen,3 min. per ep.,31,['Crunchyroll']
6827,Movie,['add some'],['add some'],Unknown,[],,10 min.,0,[]
38009,TV,"['Pony Canyon', 'Yomiuri TV Enterprise', 'Bit Promotion']","['Yumeta Company', 'Graphinica']",Mixed media,"['Idols (Female)', 'Music', 'School']",,23 min. per ep.,39,['HIDIVE']
29946,Music,['add some'],['add some'],Original,[],,6 min.,0,[]
32768,Music,['Space Shower Music'],['add some'],Music,[],,3 min.,0,[]
1455,OVA,['add some'],['Phoenix Entertainment'],Novel,"['Historical', 'Samurai']",,40 min. per ep.,9,[]
13173,TV Special,['add some'],['The Answer Studio'],Original,[],,24 min.,5,[]
28047,Movie,['add some'],['add some'],Unknown,[],,11 min.,0,[]
14563,TV,"['AIC', 'Pastel', 'AIR AGENCY']",['AIC Frontier'],Original,[],,3 min. per ep.,4,[]
29481,TV Special,['NHK'],['add some'],Original,[],Kids,5 min.,0,[]
4793,Movie,['add some'],['OLM'],Game,[],Kids,22 min.,17,[]
22953,ONA,['CoMix Wave Films'],['add some'],Manga,"['Martial Arts', 'Parody']",,45 sec. per ep.,0,[]
5025,OVA,['Movic'],"['animate Film', 'Studio Kikan']",Manga,"['Parody', 'School']",,45 min.,9,[]
28057,Movie,['add some'],['add some'],Original,[],,9 min.,1,[]
29667,Movie,['add some'],['add some'],Original,[],,5 min.,0,[]
12521,Movie,['add some'],['add some'],Original,[],,5 min.,1,[]
3882,OVA,['add some'],['AIC'],Original,[],,43 min.,2,[]
35398,Movie,['add some'],['add some'],Original,[],,28 min.,0,[]
8935,ONA,['add some'],['add some'],Original,[],,2 min.,0,[]
31494,Special,['add some'],['add some'],Original,"['Mecha', 'Parody']",,1 min.,0,[]
36556,Movie,['Showgate'],['White Fox'],Manga,"['Historical', 'Samurai']",Shounen,56 min.,5,[]
2783,TV,['Enoki Films'],['Meruhensha'],Book,[],Kids,24 min. per ep.,14,[]
8999,TV,['SBS TV Production'],['add some'],Unknown,[],,30 min. per ep.,2,[]
34888,TV,['Bushiroad'],['Tatsunoko Production'],Manga,[],Shounen,4 min. per ep.,1,['Crunchyroll']
22661,Special,['Banpresto'],['add some'],Manga,[],Shounen,5 min. per ep.,8,[]
37431,CM,['add some'],['add some'],Original,[],,30 sec.,0,[]
36078,Music,['add some'],['add some'],Music,[],,3 min.,0,[]
10197,TV,['add some'],['Gonzo'],Manga,"['Anthropomorphic', 'Vampire']",,4 min. per ep.,89,['Crunchyroll']
1596,OVA,"['Bandai Visual', 'Lantis']",['Shaft'],Manga,"['Parody', 'Super Power', 'Video Game']",,29 min. per ep.,10,[]
1819,OVA,['add some'],['AIC'],Original,[],,56 min.,3,[]
33512,PV,['add some'],['add some'],Original,[],,1 min.,6,[]
2970,TV,['TYO'],['HAL Film Maker'],Game,[],,25 min. per ep.,55,[]
30446,OVA,['add some'],['add some'],Original,[],,5 min.,2,[]
10936,OVA,['Akita Shoten'],['AIC PLUS+'],Manga,[],Seinen,27 min.,0,[]
38898,Music,['add some'],['add some'],Original,[],,4 min.,0,[]
32446,Music,['add some'],['NAZ'],Game,"['Idols (Male)', 'Music']",,1 min.,4,[]
33113,TV,"['Sotsu', 'MediaNet', 'AT-X', 'MAGES.', 'Docomo Anime Store', '5pb.']",['Satelight'],Visual novel,[],,24 min. per ep.,21,['Crunchyroll']
33151,OVA,['add some'],['add some'],Manga,[],,15 min.,1,[]
11209,OVA,['AIC'],"['Xebec', 'AIC Spirits']",Manga,"['Harem', 'Martial Arts', 'School', 'Super Power']",,26 min. per ep.,44,[]
33888,CM,['add some'],['add some'],Original,[],,40 sec. per ep.,0,[]
5241,TV,['add some'],['add some'],Original,[],Kids,3 min. per ep.,2,[]
7060,Special,['Robot Communications'],['Sunrise'],Original,"['Mecha', 'Space']",,5 min.,4,[]
7452,TV,['add some'],['add some'],Other,[],,1 min. per ep.,1,[]
3388,TV,['add some'],['Toei Animation'],Original,[],,25 min. per ep.,10,[]
21835,TV,['add some'],['Toei Animation'],Game,[],,22 min. per ep.,33,['Crunchyroll']
14479,OVA,['add some'],['AIC'],Light novel,[],,12 min.,2,[]
7148,TV,"['Geneon Universal Entertainment', 'Lantis', 'AT-X', 'KlockWorx', 'ASCII Media Works', 'BIGLOBE']",['Xebec'],Light novel,"['Harem', 'School']",,24 min. per ep.,292,[]
30442,ONA,['add some'],['DLE'],Original,[],,2 min.,0,[]
37140,TV,"['Yomiko Advertising', 'Fuji TV']",['Toei Animation'],Manga,[],Shounen,23 min. per ep.,141,['Crunchyroll']
29870,Movie,['add some'],['add some'],Original,[],,12 min.,0,[]
4362,TV,['Disney Platform Distribution'],['Jinnis Animation Studios'],Original,[],,1 min. per ep.,25,[]
38158,Music,['add some'],['add some'],Original,[],Kids,3 min.,0,[]
32749,Music,['Space Shower Music'],['add some'],Original,[],,4 min.,0,[]
34910,Music,['add some'],['add some'],Original,[],,3 min.,1,[]
2973,OVA,['add some'],['Pierrot'],Manga,[],,50 min.,6,[]
24053,ONA,['add some'],['add some'],Manga,[],,1 min.,0,[]
29653,Movie,['add some'],['add some'],Original,"['Historical', 'Samurai']",,6 min.,0,[]
2983,OVA,"['Movic', 'Tokuma Shoten', 'Tokuma Japan']",['animate Film'],Light novel,"['Mythology', 'Psychological', 'School']",,45 min.,15,[]
13369,Movie,['add some'],['add some'],Unknown,[],,4 min.,0,[]
12561,Movie,['add some'],['add some'],Other,[],,13 min.,2,[]
21107,ONA,['add some'],['add some'],Manga,[],,2 min.,1,[]
38510,CM,['add some'],['Saigo no Shudan'],Original,[],,31 sec.,1,[]
9662,ONA,['Studio Kuma'],['add some'],Other,[],,6 min.,0,[]
25461,Movie,['add some'],['Mirai Film'],Original,[],,5 min.,0,[]
18723,Special,['Digital Frontier'],['add some'],Manga,[],Seinen,1 min.,0,[]
29796,Movie,['add some'],['add some'],Original,[],Kids,4 min.,0,[]
30065,Movie,['add some'],['add some'],Original,"['Historical', 'Music']",,3 min.,0,[]
36969,ONA,['add some'],['Toei Animation'],Picture book,[],Kids,5 min.,0,[]
30840,Special,['add some'],['Sunrise'],Original,"['Mecha', 'Parody']",,1 min. per ep.,0,[]
1949,OVA,['add some'],['Ishikawa Pro'],Original,[],,8 min.,2,[]
24049,ONA,['add some'],['add some'],Original,[],,5 min.,0,[]
8681,Music,['NHK'],['add some'],Original,"['Music', 'Samurai']",Kids,2 min.,0,[]
30428,Music,['add some'],['add some'],Music,[],,2 min.,1,[]
29605,ONA,['add some'],['Next Media Animation'],Manga,"['Delinquents', 'Martial Arts']",,12 min. per ep.,2,['Crunchyroll']
31263,Movie,['add some'],['add some'],Original,[],,7 min.,3,[]
1802,OVA,"['VAP', 'Studio Jack']",['Sunrise'],Light novel,[],,26 min. per ep.,24,[]
1755,Special,['TBS'],['Madhouse'],Original,[],,10 min. per ep.,2,[]
234,TV,"['TV Tokyo', 'HoriPro']",['Tokyo Kids'],Manga,[],Shounen,24 min. per ep.,3,[]
33661,ONA,['add some'],['Shin-Ei Animation'],Manga,[],Seinen,8 min. per ep.,7,[]
3690,TV,['Studio Comet'],['add some'],Original,[],,30 min. per ep.,2,[]
2255,TV,['Asatsu DK'],"['Production Reed', 'Ashi Productions']",Original,"['Mecha', 'Space']",,23 min. per ep.,13,['Crunchyroll']
1669,TV,"['TV Tokyo', 'd-rights']",['Nippon Animation'],Manga,[],Shounen,21 min. per ep.,120,[]
1749,Special,['add some'],['Studio Deen'],Manga,[],Seinen,23 min.,1,[]
34647,TV Special,"['Aniplex', 'Dentsu', 'NHK', 'Hakusensha', 'Asmik Ace', ""Toy's Factory""]",['Shaft'],Manga,"['Childcare', 'Strategy Game']",Seinen,25 min.,14,[]
3021,TV,['TV Asahi'],['Toei Animation'],Manga,"['School', 'Super Power']",Shounen,24 min. per ep.,15,[]
37641,ONA,['add some'],"['Blade', 'Thundray']",Game,"['Historical', 'Mythology']",,5 min. per ep.,9,[]
5484,Special,['add some'],['add some'],Light novel,[],,2 min. per ep.,0,[]
3026,OVA,['add some'],['animate Film'],Manga,[],,30 min. per ep.,0,[]
10513,TV,['add some'],['Kanaban Graphics'],Original,[],,1 min. per ep.,1,[]
6131,TV,['add some'],['add some'],Original,[],,3 min. per ep.,2,[]
32789,Music,['Amuse'],['add some'],Original,"['Music', 'Vampire']",,2 min.,1,[]
30164,Music,['NHK'],['add some'],Original,[],Kids,2 min.,0,[]
3964,Movie,"['Sotsu', 'Atelier Musa']",['Sunrise'],Original,"['Mecha', 'Military', 'Space']",,2 hr. 8 min.,1,[]
36654,TV,"['TMS Entertainment', 'Sony Music Communications', 'Being', 'Universal Music Japan', 'Kadokawa', 'NHK Enterprises']",['Telecom Animation Film'],Novel,"['Anthropomorphic', 'Historical', 'Mythology']",,25 min. per ep.,12,['Crunchyroll']
5304,TV,['Kids Station'],['add some'],Original,[],Kids,5 min. per ep.,7,[]
1341,OVA,"['Dynamic Planning', 'Soeishinsha']",['Ashi Productions'],Manga,[],,37 min.,16,[]
7329,Movie,['Shogakukan-Shueisha Productions'],['TMS Entertainment'],Unknown,[],Kids,50 min.,4,[]
31426,Special,['add some'],['A-Real'],Original,[],,3 min.,0,[]
34177,TV,"['Sotsu', 'Lantis', 'AT-X', 'Barnum Studio', 'KlockWorx', 'GAGA', 'ASCII Media Works', 'Studio Mausu', 'Showgate', 'Happinet Pictures', 'Hakuhodo DY Music & Pictures']",['Project No.9'],Light novel,"['Music', 'School']",,23 min. per ep.,111,['Crunchyroll']
29153,Music,['add some'],['add some'],Other,[],,5 min.,0,[]
2612,TV,['Gakken'],['Pierrot'],Novel,[],Kids,10 min. per ep.,5,[]
1059,OVA,['Nippon Columbia'],"['Bee Media', 'Tsuburaya Productions']",Other,"['Anthropomorphic', 'Martial Arts', 'Super Power']",,28 min. per ep.,11,[]
8889,OVA,['add some'],['Tokyo Media Connections'],Light novel,[],,41 min.,3,[]
7528,Movie,['Sakura Color Film'],['add some'],Original,[],,10 min.,1,[]
8717,Music,['NHK'],['add some'],Original,[],Kids,2 min.,0,[]
36061,Music,"[""Toy's Factory""]",['add some'],Original,[],,4 min.,0,[]
2620,TV,"['TV Tokyo', 'Yomiko Advertising', 'Cookie Jar Entertainment']",['Bee Train'],Novel,[],,23 min. per ep.,7,[]
33668,TV,"['Bandai Visual', 'Lantis', 'Nihon Ad Systems', 'Movic', 'Half H.P Studio', 'Q-Tec', 'Medicos Entertainment', 'Infinite', 'Kyoto Broadcasting System']",['White Fox'],Original,[],,24 min. per ep.,32,['HIDIVE']
30893,TV,['Nikkatsu'],['Production Reed'],Original,[],,5 min. per ep.,0,[]
17211,TV,['TV Asahi'],['Tatsunoko Production'],Manga,[],Shoujo,25 min. per ep.,5,[]
21875,ONA,['Khara'],['add some'],Other,[],,2 min.,0,[]
6330,Special,['add some'],['J.C.Staff'],Light novel,[],,3 min. per ep.,3,[]
533,TV,"['Genco', 'King Records']","['J.C.Staff', 'Studio Matrix', 'Studio Guts']",4-koma manga,[],,23 min. per ep.,23,[]
6056,TV,['Tele-Cartoon Japan'],['Eiken'],Manga,"['Historical', 'Martial Arts']",Shounen,25 min. per ep.,12,[]
27709,OVA,['Square Enix'],['Studio Gokumi'],4-koma manga,[],Seinen,24 min.,5,[]
15525,Music,['NHK'],['add some'],Original,[],,2 min.,0,[]
29141,CM,['add some'],['add some'],Other,[],,16 sec.,0,[]
36056,Music,['NHK'],['add some'],Original,[],,2 min.,0,[]
30292,Special,"['TV Tokyo', 'Square Enix', 'Sotsu', 'Lantis', 'Pony Canyon']",['Studio Gokumi'],Manga,"['School', 'Strategy Game']",,11 min.,3,[]
10979,ONA,['add some'],['Madhouse'],Original,[],,6 min.,0,[]
32934,Special,['add some'],['Neft Film'],Original,[],,5 min.,1,[]
10823,OVA,['add some'],['Kitty Film Mitaka Studio'],Manga,[],,20 min.,2,[]
21215,Special,"['Lantis', 'Studio Kikan']",['Arms'],Original,[],,8 min. per ep.,0,[]
30075,Music,['NHK'],['add some'],Original,[],Kids,2 min.,1,[]
37549,ONA,['add some'],['add some'],Original,[],,52 sec.,0,[]
537,OVA,"['Four Some', 'Sony Music Entertainment']",['Studio Deen'],Game,[],,28 min. per ep.,20,[]
36607,Music,['Sega'],['add some'],Original,[],,1 min.,4,[]
36719,PV,['comico'],['add some'],Web manga,[],,1 min.,0,[]
13519,ONA,['add some'],['add some'],Original,[],,4 min.,0,[]
32788,Music,['Amuse'],['add some'],Original,[],,4 min.,0,[]
10847,TV,['indigo line'],['Gathering'],Manga,"['Childcare', 'Gag Humor']",,3 min. per ep.,0,[]
35389,Movie,['add some'],['add some'],Original,[],,9 min.,0,[]
36318,ONA,"['Tencent Penguin Pictures', 'China Literature Limited']",['Foch Film'],Novel,[],,18 min. per ep.,99,[]
10740,Movie,"['TV Tokyo', 'Shogakukan-Shueisha Productions', 'Marvelous Entertainment', 'TOHO']","['Production I.G', 'Xebec', 'OLM']",Game,[],Kids,1 hr. 36 min.,12,[]
35511,Music,['add some'],['add some'],Original,"['Music', 'Space']",,2 min.,1,[]
20743,TV Special,['TV Tokyo'],['OLM'],Unknown,[],Kids,23 min.,2,[]
37792,Special,['add some'],['add some'],Original,[],,15 sec.,0,[]
1035,TV,['add some'],['Magic Bus'],Manga,[],Shoujo,9 min. per ep.,3,[]
33912,Music,['add some'],['Team YokkyuFuman'],Game,[],,4 min. per ep.,1,[]
1300,TV,['Pony Canyon'],['APPP'],Manga,[],Shounen,10 min. per ep.,6,[]
15137,Movie,['add some'],['add some'],Original,[],Kids,22 min.,0,[]
36264,Music,['add some'],['add some'],Music,[],,3 min.,0,[]
32603,TV,"['DAX Production', 'Dream Creation', 'Studio CHANT']",['Seven'],Manga,[],Shounen,8 min. per ep.,130,[]
21177,TV,"['TV Tokyo', 'Sotsu', 'Lantis', 'Media Factory']",['Satelight'],Other,"['Historical', 'Mecha']",,24 min. per ep.,171,"['Crunchyroll', 'HIDIVE']"
27785,TV,['add some'],['ILCA'],Original,"['Mecha', 'Parody']",,2 min. per ep.,1,['Crunchyroll']
30379,OVA,['add some'],['Satelight'],Manga,[],Seinen,24 min.,14,[]
32855,Music,"[""Toy's Factory""]",['add some'],Original,[],,1 min.,1,[]
34283,Special,['add some'],['TMS Entertainment'],4-koma manga,[],,5 min.,2,[]
6183,OVA,['add some'],['Toei Animation'],Original,[],,24 min.,1,[]
34964,TV,"['Sotsu', 'Mainichi Broadcasting System', 'NBCUniversal Entertainment Japan', 'Medicos Entertainment', 'Fields', 'KLab', 'Christmas Holly', 'C-one']",['LIDENFILMS'],Manga,"['Anthropomorphic', 'Gore']",Seinen,24 min. per ep.,468,[]
35992,OVA,['add some'],"['Toei Animation', 'Studio Junio']",Game,[],Kids,9 min.,2,[]
38757,Music,['add some'],['add some'],Original,[],,3 min.,1,[]
618,TV,['Studio Take Off'],['Madhouse'],Original,"['Gore', 'Historical', 'Martial Arts', 'Samurai']",,24 min. per ep.,110,['Crunchyroll']
3438,TV,['Fuji TV'],['Nippon Animation'],Original,[],,24 min. per ep.,15,[]
6008,TV,"['TV Osaka', 'Sanrio', 'Imagine']",['Studio Comet'],Original,"['Anthropomorphic', 'Mahou Shoujo']",,23 min. per ep.,40,[]
25689,OVA,['add some'],['Arms'],Light novel,[],,25 min. per ep.,23,[]
31068,TV,['Shogakukan Music & Digital Entertainment'],['Telecom Animation Film'],Game,[],,5 min. per ep.,7,[]
7579,TV Special,['KSS'],['add some'],Manga,[],,25 min.,0,[]
30018,Movie,['The National Film Center Japan'],['add some'],Manga,[],Kids,11 min.,0,[]
35976,PV,['add some'],['add some'],Original,[],,1 min.,1,[]
38886,Music,['add some'],['Eallin'],Original,[],,4 min.,1,[]
28717,CM,['Bandai'],['add some'],Game,[],,1 min.,7,[]
1751,OVA,['Yomiko Advertising'],['Production I.G'],Game,[],,16 min.,9,[]
8718,Music,['NHK'],['add some'],Original,[],Kids,2 min.,0,[]
18425,Special,['add some'],['add some'],Original,[],,1 min. per ep.,0,[]
6383,TV,['Tama Production'],['Knack Productions'],Original,[],,6 min. per ep.,31,['Crunchyroll']
36181,Music,['add some'],['add some'],Music,[],,4 min.,1,[]
6671,Movie,['Sunwoo Entertainment'],['add some'],Unknown,[],,1 hr. 13 min.,0,[]
30739,Special,['add some'],"[""Brain's Base""]",Manga,[],,5 min. per ep.,2,[]
36624,CM,['add some'],['add some'],Game,[],,15 sec.,0,[]
29956,Movie,['add some'],['add some'],Unknown,[],,4 min.,0,[]
3817,OVA,"['Fuji TV', 'Robot Communications']",['add some'],Unknown,[],,59 min.,0,[]
26007,ONA,['add some'],['RG Animation Studios'],Original,[],Kids,2 min.,1,[]
8679,Music,['NHK'],['add some'],Original,[],Kids,2 min.,0,[]
29377,Movie,['NHK'],['add some'],Unknown,[],,3 min.,2,[]
6525,TV,['CoMix Wave Films'],['add some'],Original,[],,5 min. per ep.,4,['Crunchyroll']
7448,TV,['NHK'],['add some'],Original,[],,1 min. per ep.,0,[]
33272,Music,['Coastline Animation Studio'],['add some'],Unknown,[],,5 min.,1,[]
37668,Special,['Fuji TV'],['Toei Animation'],Manga,"['Mythology', 'Parody']",,14 sec. per ep.,1,[]
25393,ONA,['add some'],['Shimogumi'],Original,[],,23 min.,0,[]
32759,Music,['Space Shower Music'],['add some'],Music,[],,3 min.,0,[]
33572,TV,['Glovision'],['Seven Arcs Pictures'],Original,"['Idols (Female)', 'Music']",,12 min. per ep.,12,[]
36091,Music,['add some'],['add some'],Original,[],,4 min.,0,[]
38616,ONA,['add some'],['LIDENFILMS'],Picture book,[],Kids,1 min.,1,[]
39721,CM,['add some'],['add some'],Original,[],Shounen,1 min.,11,[]
37404,Music,['Avex Entertainment'],['add some'],Original,"['Music', 'Strategy Game']",,1 min.,0,[]
5869,Movie,['add some'],['add some'],Original,[],,8 min.,0,[]
34992,Movie,['add some'],['add some'],Original,[],Kids,14 min.,0,[]
39214,Music,['NHK'],['add some'],Original,[],Kids,2 min.,0,[]
29850,CM,['GREE'],['add some'],Game,[],,14 sec.,2,[]
39286,ONA,['add some'],['add some'],Original,[],,3 min.,1,[]
28055,Movie,['add some'],['add some'],Music,[],,8 min.,0,[]
2462,OVA,['add some'],['J.C.Staff'],Game,[],,27 min. per ep.,1,[]
33791,ONA,['add some'],['add some'],Original,[],,2 min.,2,[]
36239,CM,['add some'],['Toei Animation'],Other,[],Shounen,15 sec.,4,[]
29922,Movie,['Dentsu'],['add some'],Original,[],,19 min.,0,[]
13091,Movie,['add some'],['add some'],Original,[],,3 min.,0,[]
31116,Movie,['add some'],['add some'],Other,"['Parody', 'Super Power']",Kids,2 min.,0,[]
20713,Movie,['add some'],['add some'],Other,[],,11 min.,0,[]
3596,OVA,['Youmex'],['Ashi Productions'],Original,[],,27 min.,0,[]
7569,ONA,['add some'],['OLM'],Manga,[],,2 min.,2,[]
28987,Movie,['add some'],['add some'],Original,[],,5 min.,0,[]
32854,Music,"[""Toy's Factory""]",['add some'],Original,[],,4 min.,0,[]
37528,Music,['add some'],['add some'],Music,"['Military', 'Music']",,4 min.,1,[]
29822,ONA,['add some'],['DLE'],Unknown,[],,4 min. per ep.,0,[]
2147,OVA,['add some'],['AIC'],Original,[],,29 min.,19,[]
37277,TV Special,['add some'],['Diomedéa'],Novel,[],,24 min. per ep.,15,[]
31662,Music,['add some'],['Kachidoki Studio'],Unknown,[],,2 min.,0,[]
15527,Music,"['EMI', 'P.I.C.S.']","['Polygon Pictures', 'W+K Tokyo', 'Welz Animation Studios']",Original,[],,2 min. per ep.,1,[]
35933,ONA,['add some'],['add some'],Original,[],,45 sec.,0,[]
16656,OVA,"['Active', 'Barnum Studio']",['Project No.9'],Manga,"['Harem', 'Mahou Shoujo']",,5 min.,85,[]
10355,OVA,['Anime R'],['add some'],Original,[],,44 min.,4,[]
32857,Music,"[""Toy's Factory""]",['add some'],Music,[],,6 min.,0,[]
27437,Movie,['VAP'],['add some'],Original,[],Kids,11 min.,0,[]
29895,Movie,['add some'],['add some'],Original,[],Kids,20 min.,0,[]
19207,TV,"['AIC', 'AIR AGENCY']",['AIC Frontier'],Original,[],,4 min. per ep.,2,[]
34122,CM,['add some'],['add some'],Original,[],,30 sec.,0,[]
21717,Music,['NHK'],['add some'],Original,[],Kids,2 min.,0,[]
28035,Movie,['add some'],['add some'],Original,[],Kids,8 min.,1,[]
6843,Movie,['add some'],['add some'],Original,[],,9 min.,3,[]
1725,ONA,"['Milky Cartoon', 'G-mode']",['Studio Hibari'],Visual novel,[],,7 min. per ep.,1,[]
18375,Special,['add some'],['Stingray'],4-koma manga,[],,3 min.,0,[]
40014,ONA,['add some'],['Zexcs'],Novel,[],,41 sec. per ep.,1,[]
38407,CM,['add some'],['add some'],Original,[],,36 sec.,0,[]
30534,Music,['add some'],['add some'],Unknown,[],,4 min.,0,[]
797,OVA,['m.o.e.'],['Daume'],Manga,[],Shounen,14 min. per ep.,5,[]
37044,ONA,"['Tencent Penguin Pictures', 'China Literature Limited']",['B.CMAY PICTURES'],Novel,[],,12 min. per ep.,9,[]
7498,Movie,['add some'],['add some'],Original,[],,13 min.,1,[]
35328,ONA,['Nitroplus'],['add some'],Visual novel,[],,4 min. per ep.,6,[]
38527,OVA,['add some'],['DLE'],Web manga,"['Adult Cast', 'Otaku Culture', 'Workplace']",,2 min.,4,[]
1629,TV,['Dynamic Planning'],['TMS Entertainment'],Manga,[],,24 min. per ep.,114,[]
31147,TV,"['Bandai Visual', 'Lantis', 'Tokyo MX', 'Animatic', 'Hakuhodo DY Media Partners', 'Techno Sound', 'Anime Consortium Japan']",['Bones'],Original,"['Mythology', 'Super Power']",,24 min. per ep.,217,['Crunchyroll']
2703,TV,['Shogakukan-Shueisha Productions'],['Xebec'],Manga,[],Shounen,23 min. per ep.,11,[]
25591,OVA,"['KSS', 'Kitty Films']",['T.P.O'],Unknown,[],,25 min. per ep.,0,[]
32084,TV,['Bushiroad'],['Doga Kobo'],Card game,"['School', 'Strategy Game']",,1 min. per ep.,3,[]
373,OVA,"['Starchild Records', 'Movic']","['Studio Fantasia', 'animate Film']",Manga,[],Seinen,28 min. per ep.,33,[]
34719,Special,['add some'],['Polygon Pictures'],Original,[],,3 min.,1,[]
29799,Movie,['add some'],['add some'],Original,[],Kids,2 min.,0,[]
4201,Movie,['add some'],['Triangle Staff'],Unknown,[],,1 hr. 15 min.,3,[]
9392,Movie,['add some'],['Toei Animation'],Unknown,[],,1 hr. 20 min.,1,[]
32583,Music,['NHK'],['add some'],Original,"['Music', 'School']",Kids,2 min.,0,[]
6491,ONA,['add some'],['add some'],Music,[],,1 min. per ep.,8,[]
3271,TV,"['TV Tokyo', 'Nippon Animation', 'Victor Entertainment']","[""Brain's Base""]",Original,[],,24 min. per ep.,20,[]
32734,CM,['add some'],"['CoMix Wave Films', 'FOREST Hunting One']",Original,[],,1 min. per ep.,0,[]
3511,OVA,['Trans Arts'],['Magic Bus'],Unknown,"['Martial Arts', 'Super Power']",Seinen,45 min.,2,[]
17082,TV,"['Pony Canyon', 'Tohokushinsha Film Corporation']",['LIDENFILMS'],4-koma manga,"['CGDCT', 'Iyashikei', 'School']",Shounen,4 min. per ep.,178,['Crunchyroll']
1593,ONA,['add some'],['Ajia-do'],4-koma manga,"['CGDCT', 'Gag Humor', 'School']",,3 min.,34,[]
36223,CM,['add some'],['Shaft'],Other,[],,25 sec.,3,[]
2786,TV,"['TV Tokyo', 'Dentsu']",['Radix'],Manga,"['Isekai', 'Mythology', 'Strategy Game']",Shounen,25 min. per ep.,13,[]
22467,Music,['add some'],['add some'],Unknown,[],Kids,3 min.,0,[]
1957,OVA,['Nihon Ad Systems'],['KSS'],Manga,[],Shoujo,30 min. per ep.,10,[]
29860,ONA,['add some'],['DLE'],Unknown,[],,4 min.,0,[]
31763,Movie,['Egg Firm'],['Sunrise'],Light novel,"['School', 'Video Game']",,1 hr. 22 min.,71,['Crunchyroll']
1667,TV,['AT-X'],['E&G Films'],Manga,[],Shounen,24 min. per ep.,3,[]
38813,Music,['Victor Entertainment'],['add some'],Original,[],,1 min.,0,[]
34908,Music,['add some'],['add some'],Original,[],,4 min.,1,[]
39027,CM,['add some'],['Eallin'],Original,[],,2 min.,0,[]
36977,,[],[],,[],,,,[]
15891,Special,['TV Tokyo'],['add some'],Manga,[],Shoujo,1 min. per ep.,1,[]
30159,Special,['add some'],['Knack Productions'],Unknown,[],,20 min.,1,[]
32219,PV,['DeNA'],['add some'],Game,[],,46 sec.,0,[]
37671,ONA,['add some'],['add some'],Web manga,[],,3 min. per ep.,1,[]
27949,ONA,['add some'],['add some'],Original,[],,9 min.,1,[]
2719,TV,"['TV Tokyo', 'Dentsu', 'Nexon']",['Madhouse'],Game,[],Kids,25 min. per ep.,4,[]
33915,ONA,['add some'],['DLE'],Other,[],,2 min.,0,[]
32408,ONA,['add some'],['add some'],Radio,[],,3 min. per ep.,0,[]
36278,ONA,['add some'],['add some'],Original,[],,1 min.,1,[]
36524,Special,"['Genco', 'DMM pictures', 'Greenwood', 'Brave Hearts', 'Crunchyroll SC Anime Fund']",['A.C.G.T.'],Visual novel,[],,23 min.,17,[]
34763,Movie,['add some'],['Studio PuYUKAI'],Game,[],,46 sec. per ep.,0,[]
39856,Music,['NHK'],['Creatures Inc.'],Original,"['Music', 'Strategy Game']",Kids,2 min.,0,[]
37535,Special,['add some'],['add some'],Original,[],,15 sec. per ep.,0,[]
36001,TV,['add some'],['EMT Squared'],4-koma manga,[],,3 min. per ep.,46,['HIDIVE']
37626,ONA,['add some'],['add some'],Other,[],,1 min.,0,[]
